EXCL,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0
voice0,40,41,42,,44,43,44,,46,50,,,,,,,,,,,,,,,
voice1,50,46,44,52,52,55,52,56,54,54,,,,,,,,,,,,,,,
